filename,modulation,phase_noise,iq_imbalance,interference,snr_range
img_00583.png,QPSK,None,Low,High,Low
img_00584.png,QPSK,None,Medium,None,Low
img_00585.png,QPSK,None,Medium,Low,Low
img_00586.png,QPSK,None,Medium,Medium,Low
img_00587.png,QPSK,None,Medium,High,Low
img_00588.png,QPSK,None,High,None,Low
img_00589.png,QPSK,None,High,Low,Low
img_00590.png,QPSK,None,High,Medium,Low
img_00591.png,QPSK,None,High,High,Low
img_00592.png,QPSK,Low,None,None,Low
img_00593.png,QPSK,Low,None,Low,Low
img_00594.png,QPSK,Low,None,Medium,Low
img_00595.png,QPSK,Low,None,High,Low
img_00596.png,QPSK,Low,Low,None,Low
img_00597.png,QPSK,Low,Low,Low,Low
img_00598.png,QPSK,Low,Low,Medium,Low
img_00599.png,QPSK,Low,Low,High,Low
img_00600.png,QPSK,Low,Medium,None,Low
img_00601.png,QPSK,Low,Medium,Low,Low
img_00602.png,QPSK,Low,Medium,Medium,Low
img_00603.png,QPSK,Low,Medium,High,Low
img_00604.png,QPSK,Low,High,None,Low
img_00605.png,QPSK,Low,High,Low,Low
img_00606.png,QPSK,Low,High,Medium,Low
img_00607.png,QPSK,Low,High,High,Low
img_00608.png,QPSK,Medium,None,None,Low
img_00609.png,QPSK,Medium,None,Low,Low
img_00610.png,QPSK,Medium,None,Medium,Low
img_00611.png,QPSK,Medium,None,High,Low
img_00612.png,QPSK,Medium,Low,None,Low
img_00613.png,QPSK,Medium,Low,Low,Low
img_00614.png,QPSK,Medium,Low,Medium,Low
img_00615.png,QPSK,Medium,Low,High,Low
img_00616.png,QPSK,Medium,Medium,None,Low
img_00617.png,QPSK,Medium,Medium,Low,Low
img_00618.png,QPSK,Medium,Medium,Medium,Low
img_00619.png,QPSK,Medium,Medium,High,Low
img_00620.png,QPSK,Medium,High,None,Low
img_00621.png,QPSK,Medium,High,Low,Low
img_00622.png,QPSK,Medium,High,Medium,Low
img_00623.png,QPSK,Medium,High,High,Low
img_00624.png,QPSK,High,None,None,Low
img_00625.png,QPSK,High,None,Low,Low
img_00626.png,QPSK,High,None,Medium,Low
img_00627.png,QPSK,High,None,High,Low
img_00628.png,QPSK,High,Low,None,Low
img_00629.png,QPSK,High,Low,Low,Low
img_00630.png,QPSK,High,Low,Medium,Low
img_00631.png,QPSK,High,Low,High,Low
img_00632.png,QPSK,High,Medium,None,Low
img_00633.png,QPSK,High,Medium,Low,Low
img_00634.png,QPSK,High,Medium,Medium,Low
img_00635.png,QPSK,High,Medium,High,Low
img_00636.png,QPSK,High,High,None,Low
img_00637.png,QPSK,High,High,Low,Low
img_00638.png,QPSK,High,High,Medium,Low
img_00639.png,QPSK,High,High,High,Low
img_00640.png,QPSK,None,None,None,Medium
img_00641.png,QPSK,None,None,Low,Medium
img_00642.png,QPSK,None,None,Medium,Medium
img_00643.png,QPSK,None,None,High,Medium
img_00644.png,QPSK,None,Low,None,Medium
img_00645.png,QPSK,None,Low,Low,Medium
img_00646.png,QPSK,None,Low,Medium,Medium
img_00647.png,QPSK,None,Low,High,Medium
img_00648.png,QPSK,None,Medium,None,Medium
img_00649.png,QPSK,None,Medium,Low,Medium
img_00650.png,QPSK,None,Medium,Medium,Medium
img_00651.png,QPSK,None,Medium,High,Medium
img_00652.png,QPSK,None,High,None,Medium
img_00653.png,QPSK,None,High,Low,Medium
img_00654.png,QPSK,None,High,Medium,Medium
img_00655.png,QPSK,None,High,High,Medium
img_00656.png,QPSK,Low,None,None,Medium
img_00657.png,QPSK,Low,None,Low,Medium
img_00658.png,QPSK,Low,None,Medium,Medium
img_00659.png,QPSK,Low,None,High,Medium
img_00660.png,QPSK,Low,Low,None,Medium
img_00661.png,QPSK,Low,Low,Low,Medium
img_00662.png,QPSK,Low,Low,Medium,Medium
img_00663.png,QPSK,Low,Low,High,Medium
img_00664.png,QPSK,Low,Medium,None,Medium
img_00665.png,QPSK,Low,Medium,Low,Medium
img_00666.png,QPSK,Low,Medium,Medium,Medium
img_00667.png,QPSK,Low,Medium,High,Medium
img_00668.png,QPSK,Low,High,None,Medium
img_00669.png,QPSK,Low,High,Low,Medium
img_00670.png,QPSK,Low,High,Medium,Medium
img_00671.png,QPSK,Low,High,High,Medium
img_00672.png,QPSK,Medium,None,None,Medium
img_00673.png,QPSK,Medium,None,Low,Medium
img_00674.png,QPSK,Medium,None,Medium,Medium
img_00675.png,QPSK,Medium,None,High,Medium
img_00676.png,QPSK,Medium,Low,None,Medium
img_00677.png,QPSK,Medium,Low,Low,Medium
img_00678.png,QPSK,Medium,Low,Medium,Medium
img_00679.png,QPSK,Medium,Low,High,Medium
img_00680.png,QPSK,Medium,Medium,None,Medium
img_00681.png,QPSK,Medium,Medium,Low,Medium
img_00682.png,QPSK,Medium,Medium,Medium,Medium
img_00683.png,QPSK,Medium,Medium,High,Medium
img_00684.png,QPSK,Medium,High,None,Medium
img_00685.png,QPSK,Medium,High,Low,Medium
img_00686.png,QPSK,Medium,High,Medium,Medium
img_00687.png,QPSK,Medium,High,High,Medium
img_00688.png,QPSK,High,None,None,Medium
img_00689.png,QPSK,High,None,Low,Medium
img_00690.png,QPSK,High,None,Medium,Medium
img_00691.png,QPSK,High,None,High,Medium
img_00692.png,QPSK,High,Low,None,Medium
img_00693.png,QPSK,High,Low,Low,Medium
img_00694.png,QPSK,High,Low,Medium,Medium
img_00695.png,QPSK,High,Low,High,Medium
img_00696.png,QPSK,High,Medium,None,Medium
img_00697.png,QPSK,High,Medium,Low,Medium
img_00698.png,QPSK,High,Medium,Medium,Medium
img_00699.png,QPSK,High,Medium,High,Medium
img_00700.png,QPSK,High,High,None,Medium
img_00701.png,QPSK,High,High,Low,Medium
img_00702.png,QPSK,High,High,Medium,Medium
img_00703.png,QPSK,High,High,High,Medium
img_00704.png,QPSK,None,None,None,High
img_00705.png,QPSK,None,None,Low,High
img_00706.png,QPSK,None,None,Medium,High
img_00707.png,QPSK,None,None,High,High
img_00708.png,QPSK,None,Low,None,High
img_00709.png,QPSK,None,Low,Low,High
img_00710.png,QPSK,None,Low,Medium,High
img_00711.png,QPSK,None,Low,High,High
img_00712.png,QPSK,None,Medium,None,High
img_00713.png,QPSK,None,Medium,Low,High
img_00714.png,QPSK,None,Medium,Medium,High
img_00715.png,QPSK,None,Medium,High,High
img_00716.png,QPSK,None,High,None,High
img_00717.png,QPSK,None,High,Low,High
img_00718.png,QPSK,None,High,Medium,High
img_00719.png,QPSK,None,High,High,High
img_00720.png,QPSK,Low,None,None,High
img_00721.png,QPSK,Low,None,Low,High
img_00722.png,QPSK,Low,None,Medium,High
img_00723.png,QPSK,Low,None,High,High
img_00724.png,QPSK,Low,Low,None,High
img_00725.png,QPSK,Low,Low,Low,High
img_00726.png,QPSK,Low,Low,Medium,High
img_00727.png,QPSK,Low,Low,High,High
img_00728.png,QPSK,Low,Medium,None,High
img_00729.png,QPSK,Low,Medium,Low,High
img_00730.png,QPSK,Low,Medium,Medium,High
img_00731.png,QPSK,Low,Medium,High,High
img_00732.png,QPSK,Low,High,None,High
img_00733.png,QPSK,Low,High,Low,High
img_00734.png,QPSK,Low,High,Medium,High
img_00735.png,QPSK,Low,High,High,High
img_00736.png,QPSK,Medium,None,None,High
img_00737.png,QPSK,Medium,None,Low,High
img_00738.png,QPSK,Medium,None,Medium,High
img_00739.png,QPSK,Medium,None,High,High
img_00740.png,QPSK,Medium,Low,None,High
img_00741.png,QPSK,Medium,Low,Low,High
img_00742.png,QPSK,Medium,Low,Medium,High
img_00743.png,QPSK,Medium,Low,High,High
img_00744.png,QPSK,Medium,Medium,None,High
img_00745.png,QPSK,Medium,Medium,Low,High
img_00746.png,QPSK,Medium,Medium,Medium,High
img_00747.png,QPSK,Medium,Medium,High,High
img_00748.png,QPSK,Medium,High,None,High
img_00749.png,QPSK,Medium,High,Low,High
img_00750.png,QPSK,Medium,High,Medium,High
img_00751.png,QPSK,Medium,High,High,High
img_00752.png,QPSK,High,None,None,High
img_00753.png,QPSK,High,None,Low,High
img_00754.png,QPSK,High,None,Medium,High
img_00755.png,QPSK,High,None,High,High
img_00756.png,QPSK,High,Low,None,High
img_00757.png,QPSK,High,Low,Low,High
img_00758.png,QPSK,High,Low,Medium,High
img_00759.png,QPSK,High,Low,High,High
img_00760.png,QPSK,High,Medium,None,High
img_00761.png,QPSK,High,Medium,Low,High
img_00762.png,QPSK,High,Medium,Medium,High
img_00763.png,QPSK,High,Medium,High,High
img_00764.png,QPSK,High,High,None,High
img_00765.png,QPSK,High,High,Low,High
img_00766.png,QPSK,High,High,Medium,High
img_00767.png,QPSK,High,High,High,High
img_00768.png,4-HQAM,None,None,None,Low
img_00769.png,4-HQAM,None,None,Low,Low
img_00770.png,4-HQAM,None,None,Medium,Low
img_00771.png,4-HQAM,None,None,High,Low
img_00772.png,4-HQAM,None,Low,None,Low
img_00773.png,4-HQAM,None,Low,Low,Low
img_00774.png,4-HQAM,None,Low,Medium,Low
img_00775.png,4-HQAM,None,Low,High,Low
img_00776.png,4-HQAM,None,Medium,None,Low
img_00777.png,4-HQAM,None,Medium,Low,Low
img_00778.png,4-HQAM,None,Medium,Medium,Low
img_00779.png,4-HQAM,None,Medium,High,Low
img_00780.png,4-HQAM,None,High,None,Low
img_00781.png,4-HQAM,None,High,Low,Low
img_00782.png,4-HQAM,None,High,Medium,Low
img_00783.png,4-HQAM,None,High,High,Low
img_00784.png,4-HQAM,Low,None,None,Low
img_00785.png,4-HQAM,Low,None,Low,Low
img_00786.png,4-HQAM,Low,None,Medium,Low
img_00787.png,4-HQAM,Low,None,High,Low
img_00788.png,4-HQAM,Low,Low,None,Low
img_00789.png,4-HQAM,Low,Low,Low,Low
img_00790.png,4-HQAM,Low,Low,Medium,Low
img_00791.png,4-HQAM,Low,Low,High,Low
img_00792.png,4-HQAM,Low,Medium,None,Low
img_00793.png,4-HQAM,Low,Medium,Low,Low
img_00794.png,4-HQAM,Low,Medium,Medium,Low
img_00795.png,4-HQAM,Low,Medium,High,Low
img_00796.png,4-HQAM,Low,High,None,Low
img_00797.png,4-HQAM,Low,High,Low,Low
img_00798.png,4-HQAM,Low,High,Medium,Low
img_00799.png,4-HQAM,Low,High,High,Low
img_00800.png,4-HQAM,Medium,None,None,Low
img_00801.png,4-HQAM,Medium,None,Low,Low
img_00802.png,4-HQAM,Medium,None,Medium,Low
img_00803.png,4-HQAM,Medium,None,High,Low
img_00804.png,4-HQAM,Medium,Low,None,Low
img_00805.png,4-HQAM,Medium,Low,Low,Low
img_00806.png,4-HQAM,Medium,Low,Medium,Low
img_00807.png,4-HQAM,Medium,Low,High,Low
img_00808.png,4-HQAM,Medium,Medium,None,Low
img_00809.png,4-HQAM,Medium,Medium,Low,Low
img_00810.png,4-HQAM,Medium,Medium,Medium,Low
img_00811.png,4-HQAM,Medium,Medium,High,Low
img_00812.png,4-HQAM,Medium,High,None,Low
img_00813.png,4-HQAM,Medium,High,Low,Low
img_00814.png,4-HQAM,Medium,High,Medium,Low
img_00815.png,4-HQAM,Medium,High,High,Low
img_00816.png,4-HQAM,High,None,None,Low
img_00817.png,4-HQAM,High,None,Low,Low
img_00818.png,4-HQAM,High,None,Medium,Low
img_00819.png,4-HQAM,High,None,High,Low
img_00820.png,4-HQAM,High,Low,None,Low
img_00821.png,4-HQAM,High,Low,Low,Low
img_00822.png,4-HQAM,High,Low,Medium,Low
img_00823.png,4-HQAM,High,Low,High,Low
img_00824.png,4-HQAM,High,Medium,None,Low
img_00825.png,4-HQAM,High,Medium,Low,Low
img_00826.png,4-HQAM,High,Medium,Medium,Low
img_00827.png,4-HQAM,High,Medium,High,Low
img_00828.png,4-HQAM,High,High,None,Low
img_00829.png,4-HQAM,High,High,Low,Low
img_00830.png,4-HQAM,High,High,Medium,Low
img_00831.png,4-HQAM,High,High,High,Low
img_00832.png,4-HQAM,None,None,None,Medium
img_00833.png,4-HQAM,None,None,Low,Medium
img_00834.png,4-HQAM,None,None,Medium,Medium
img_00835.png,4-HQAM,None,None,High,Medium
img_00836.png,4-HQAM,None,Low,None,Medium
img_00837.png,4-HQAM,None,Low,Low,Medium
img_00838.png,4-HQAM,None,Low,Medium,Medium
img_00839.png,4-HQAM,None,Low,High,Medium
img_00840.png,4-HQAM,None,Medium,None,Medium
img_00841.png,4-HQAM,None,Medium,Low,Medium
img_00842.png,4-HQAM,None,Medium,Medium,Medium
img_00843.png,4-HQAM,None,Medium,High,Medium
img_00844.png,4-HQAM,None,High,None,Medium
img_00845.png,4-HQAM,None,High,Low,Medium
img_00846.png,4-HQAM,None,High,Medium,Medium
img_00847.png,4-HQAM,None,High,High,Medium
img_00848.png,4-HQAM,Low,None,None,Medium
img_00849.png,4-HQAM,Low,None,Low,Medium
img_00850.png,4-HQAM,Low,None,Medium,Medium
img_00851.png,4-HQAM,Low,None,High,Medium
img_00852.png,4-HQAM,Low,Low,None,Medium
img_00853.png,4-HQAM,Low,Low,Low,Medium
img_00854.png,4-HQAM,Low,Low,Medium,Medium
img_00855.png,4-HQAM,Low,Low,High,Medium
img_00856.png,4-HQAM,Low,Medium,None,Medium
img_00857.png,4-HQAM,Low,Medium,Low,Medium
img_00858.png,4-HQAM,Low,Medium,Medium,Medium
img_00859.png,4-HQAM,Low,Medium,High,Medium
img_00860.png,4-HQAM,Low,High,None,Medium
img_00861.png,4-HQAM,Low,High,Low,Medium
img_00862.png,4-HQAM,Low,High,Medium,Medium
img_00863.png,4-HQAM,Low,High,High,Medium
img_00864.png,4-HQAM,Medium,None,None,Medium
img_00865.png,4-HQAM,Medium,None,Low,Medium
img_00866.png,4-HQAM,Medium,None,Medium,Medium
img_00867.png,4-HQAM,Medium,None,High,Medium
img_00868.png,4-HQAM,Medium,Low,None,Medium
img_00869.png,4-HQAM,Medium,Low,Low,Medium
img_00870.png,4-HQAM,Medium,Low,Medium,Medium
img_00871.png,4-HQAM,Medium,Low,High,Medium
img_00872.png,4-HQAM,Medium,Medium,None,Medium
img_00873.png,4-HQAM,Medium,Medium,Low,Medium
img_00874.png,4-HQAM,Medium,Medium,Medium,Medium
img_00875.png,4-HQAM,Medium,Medium,High,Medium
img_00876.png,4-HQAM,Medium,High,None,Medium
img_00877.png,4-HQAM,Medium,High,Low,Medium
img_00878.png,4-HQAM,Medium,High,Medium,Medium
img_00879.png,4-HQAM,Medium,High,High,Medium
img_00880.png,4-HQAM,High,None,None,Medium
img_00881.png,4-HQAM,High,None,Low,Medium
img_00882.png,4-HQAM,High,None,Medium,Medium
img_00883.png,4-HQAM,High,None,High,Medium
img_00884.png,4-HQAM,High,Low,None,Medium
img_00885.png,4-HQAM,High,Low,Low,Medium
img_00886.png,4-HQAM,High,Low,Medium,Medium
img_00887.png,4-HQAM,High,Low,High,Medium
img_00888.png,4-HQAM,High,Medium,None,Medium
img_00889.png,4-HQAM,High,Medium,Low,Medium
img_00890.png,4-HQAM,High,Medium,Medium,Medium
img_00891.png,4-HQAM,High,Medium,High,Medium
img_00892.png,4-HQAM,High,High,None,Medium
img_00893.png,4-HQAM,High,High,Low,Medium
img_00894.png,4-HQAM,High,High,Medium,Medium
img_00895.png,4-HQAM,High,High,High,Medium
img_00896.png,4-HQAM,None,None,None,High
img_00897.png,4-HQAM,None,None,Low,High
img_00898.png,4-HQAM,None,None,Medium,High
img_00899.png,4-HQAM,None,None,High,High
img_00900.png,4-HQAM,None,Low,None,High
img_00901.png,4-HQAM,None,Low,Low,High
img_00902.png,4-HQAM,None,Low,Medium,High
img_00903.png,4-HQAM,None,Low,High,High
img_00904.png,4-HQAM,None,Medium,None,High
img_00905.png,4-HQAM,None,Medium,Low,High
img_00906.png,4-HQAM,None,Medium,Medium,High
img_00907.png,4-HQAM,None,Medium,High,High
img_00908.png,4-HQAM,None,High,None,High
img_00909.png,4-HQAM,None,High,Low,High
img_00910.png,4-HQAM,None,High,Medium,High
img_00911.png,4-HQAM,None,High,High,High
img_00912.png,4-HQAM,Low,None,None,High
img_00913.png,4-HQAM,Low,None,Low,High
img_00914.png,4-HQAM,Low,None,Medium,High
img_00915.png,4-HQAM,Low,None,High,High
img_00916.png,4-HQAM,Low,Low,None,High
img_00917.png,4-HQAM,Low,Low,Low,High
img_00918.png,4-HQAM,Low,Low,Medium,High
img_00919.png,4-HQAM,Low,Low,High,High
img_00920.png,4-HQAM,Low,Medium,None,High
img_00921.png,4-HQAM,Low,Medium,Low,High
img_00922.png,4-HQAM,Low,Medium,Medium,High
img_00923.png,4-HQAM,Low,Medium,High,High
img_00924.png,4-HQAM,Low,High,None,High
img_00925.png,4-HQAM,Low,High,Low,High
img_00926.png,4-HQAM,Low,High,Medium,High
img_00927.png,4-HQAM,Low,High,High,High
img_00928.png,4-HQAM,Medium,None,None,High
img_00929.png,4-HQAM,Medium,None,Low,High
img_00930.png,4-HQAM,Medium,None,Medium,High
img_00931.png,4-HQAM,Medium,None,High,High
img_00932.png,4-HQAM,Medium,Low,None,High
img_00933.png,4-HQAM,Medium,Low,Low,High
img_00934.png,4-HQAM,Medium,Low,Medium,High
img_00935.png,4-HQAM,Medium,Low,High,High
img_00936.png,4-HQAM,Medium,Medium,None,High
img_00937.png,4-HQAM,Medium,Medium,Low,High
img_00938.png,4-HQAM,Medium,Medium,Medium,High
img_00939.png,4-HQAM,Medium,Medium,High,High
img_00940.png,4-HQAM,Medium,High,None,High
img_00941.png,4-HQAM,Medium,High,Low,High
img_00942.png,4-HQAM,Medium,High,Medium,High
img_00943.png,4-HQAM,Medium,High,High,High
img_00944.png,4-HQAM,High,None,None,High
img_00945.png,4-HQAM,High,None,Low,High
img_00946.png,4-HQAM,High,None,Medium,High
img_00947.png,4-HQAM,High,None,High,High
img_00948.png,4-HQAM,High,Low,None,High
img_00949.png,4-HQAM,High,Low,Low,High
img_00950.png,4-HQAM,High,Low,Medium,High
img_00951.png,4-HQAM,High,Low,High,High
img_00952.png,4-HQAM,High,Medium,None,High
img_00953.png,4-HQAM,High,Medium,Low,High
img_00954.png,4-HQAM,High,Medium,Medium,High
img_00955.png,4-HQAM,High,Medium,High,High
img_00956.png,4-HQAM,High,High,None,High
img_00957.png,4-HQAM,High,High,Low,High
img_00958.png,4-HQAM,High,High,Medium,High
img_00959.png,4-HQAM,High,High,High,High
img_00960.png,16-HQAM,None,None,None,Low
img_00961.png,16-HQAM,None,None,Low,Low
img_00962.png,16-HQAM,None,None,Medium,Low
img_00963.png,16-HQAM,None,None,High,Low
img_00964.png,16-HQAM,None,Low,None,Low
img_00965.png,16-HQAM,None,Low,Low,Low
img_00966.png,16-HQAM,None,Low,Medium,Low
img_00967.png,16-HQAM,None,Low,High,Low
img_00968.png,16-HQAM,None,Medium,None,Low
img_00969.png,16-HQAM,None,Medium,Low,Low
img_00970.png,16-HQAM,None,Medium,Medium,Low
img_00971.png,16-HQAM,None,Medium,High,Low
img_00972.png,16-HQAM,None,High,None,Low
img_00973.png,16-HQAM,None,High,Low,Low
img_00974.png,16-HQAM,None,High,Medium,Low
img_00975.png,16-HQAM,None,High,High,Low
img_00976.png,16-HQAM,Low,None,None,Low
img_00977.png,16-HQAM,Low,None,Low,Low
img_00978.png,16-HQAM,Low,None,Medium,Low
img_00979.png,16-HQAM,Low,None,High,Low
img_00980.png,16-HQAM,Low,Low,None,Low
img_00981.png,16-HQAM,Low,Low,Low,Low
img_00982.png,16-HQAM,Low,Low,Medium,Low
img_00983.png,16-HQAM,Low,Low,High,Low
img_00984.png,16-HQAM,Low,Medium,None,Low
img_00985.png,16-HQAM,Low,Medium,Low,Low
img_00986.png,16-HQAM,Low,Medium,Medium,Low
img_00987.png,16-HQAM,Low,Medium,High,Low
img_00988.png,16-HQAM,Low,High,None,Low
img_00989.png,16-HQAM,Low,High,Low,Low
img_00990.png,16-HQAM,Low,High,Medium,Low
img_00991.png,16-HQAM,Low,High,High,Low
img_00992.png,16-HQAM,Medium,None,None,Low
img_00993.png,16-HQAM,Medium,None,Low,Low
img_00994.png,16-HQAM,Medium,None,Medium,Low
img_00995.png,16-HQAM,Medium,None,High,Low
img_00996.png,16-HQAM,Medium,Low,None,Low
img_00997.png,16-HQAM,Medium,Low,Low,Low
img_00998.png,16-HQAM,Medium,Low,Medium,Low
img_00999.png,16-HQAM,Medium,Low,High,Low
img_01000.png,16-HQAM,Medium,Medium,None,Low
img_01001.png,16-HQAM,Medium,Medium,Low,Low
img_01002.png,16-HQAM,Medium,Medium,Medium,Low
img_01003.png,16-HQAM,Medium,Medium,High,Low
img_01004.png,16-HQAM,Medium,High,None,Low
img_01005.png,16-HQAM,Medium,High,Low,Low
img_01006.png,16-HQAM,Medium,High,Medium,Low
img_01007.png,16-HQAM,Medium,High,High,Low
img_01008.png,16-HQAM,High,None,None,Low
img_01009.png,16-HQAM,High,None,Low,Low
img_01010.png,16-HQAM,High,None,Medium,Low
img_01011.png,16-HQAM,High,None,High,Low
img_01012.png,16-HQAM,High,Low,None,Low
img_01013.png,16-HQAM,High,Low,Low,Low
img_01014.png,16-HQAM,High,Low,Medium,Low
img_01015.png,16-HQAM,High,Low,High,Low
img_01016.png,16-HQAM,High,Medium,None,Low
img_01017.png,16-HQAM,High,Medium,Low,Low
img_01018.png,16-HQAM,High,Medium,Medium,Low
img_01019.png,16-HQAM,High,Medium,High,Low
img_01020.png,16-HQAM,High,High,None,Low
img_01021.png,16-HQAM,High,High,Low,Low
img_01022.png,16-HQAM,High,High,Medium,Low
img_01023.png,16-HQAM,High,High,High,Low
img_01024.png,16-HQAM,None,None,None,Medium
img_01025.png,16-HQAM,None,None,Low,Medium
img_01026.png,16-HQAM,None,None,Medium,Medium
img_01027.png,16-HQAM,None,None,High,Medium
img_01028.png,16-HQAM,None,Low,None,Medium
img_01029.png,16-HQAM,None,Low,Low,Medium
img_01030.png,16-HQAM,None,Low,Medium,Medium
img_01031.png,16-HQAM,None,Low,High,Medium
img_01032.png,16-HQAM,None,Medium,None,Medium
img_01033.png,16-HQAM,None,Medium,Low,Medium
img_01034.png,16-HQAM,None,Medium,Medium,Medium
img_01035.png,16-HQAM,None,Medium,High,Medium
img_01036.png,16-HQAM,None,High,None,Medium
img_01037.png,16-HQAM,None,High,Low,Medium
img_01038.png,16-HQAM,None,High,Medium,Medium
img_01039.png,16-HQAM,None,High,High,Medium
img_01040.png,16-HQAM,Low,None,None,Medium
img_01041.png,16-HQAM,Low,None,Low,Medium
img_01042.png,16-HQAM,Low,None,Medium,Medium
img_01043.png,16-HQAM,Low,None,High,Medium
img_01044.png,16-HQAM,Low,Low,None,Medium
img_01045.png,16-HQAM,Low,Low,Low,Medium
img_01046.png,16-HQAM,Low,Low,Medium,Medium
img_01047.png,16-HQAM,Low,Low,High,Medium
img_01048.png,16-HQAM,Low,Medium,None,Medium
img_01049.png,16-HQAM,Low,Medium,Low,Medium
img_01050.png,16-HQAM,Low,Medium,Medium,Medium
img_01051.png,16-HQAM,Low,Medium,High,Medium
img_01052.png,16-HQAM,Low,High,None,Medium
img_01053.png,16-HQAM,Low,High,Low,Medium
img_01054.png,16-HQAM,Low,High,Medium,Medium
img_01055.png,16-HQAM,Low,High,High,Medium
img_01056.png,16-HQAM,Medium,None,None,Medium
img_01057.png,16-HQAM,Medium,None,Low,Medium
img_01058.png,16-HQAM,Medium,None,Medium,Medium
img_01059.png,16-HQAM,Medium,None,High,Medium
img_01060.png,16-HQAM,Medium,Low,None,Medium
img_01061.png,16-HQAM,Medium,Low,Low,Medium
img_01062.png,16-HQAM,Medium,Low,Medium,Medium
img_01063.png,16-HQAM,Medium,Low,High,Medium
img_01064.png,16-HQAM,Medium,Medium,None,Medium
img_01065.png,16-HQAM,Medium,Medium,Low,Medium
img_01066.png,16-HQAM,Medium,Medium,Medium,Medium
img_01067.png,16-HQAM,Medium,Medium,High,Medium
img_01068.png,16-HQAM,Medium,High,None,Medium
img_01069.png,16-HQAM,Medium,High,Low,Medium
img_01070.png,16-HQAM,Medium,High,Medium,Medium
img_01071.png,16-HQAM,Medium,High,High,Medium
img_01072.png,16-HQAM,High,None,None,Medium
img_01073.png,16-HQAM,High,None,Low,Medium
img_01074.png,16-HQAM,High,None,Medium,Medium
img_01075.png,16-HQAM,High,None,High,Medium
img_01076.png,16-HQAM,High,Low,None,Medium
img_01077.png,16-HQAM,High,Low,Low,Medium
img_01078.png,16-HQAM,High,Low,Medium,Medium
img_01079.png,16-HQAM,High,Low,High,Medium
img_01080.png,16-HQAM,High,Medium,None,Medium
img_01081.png,16-HQAM,High,Medium,Low,Medium
img_01082.png,16-HQAM,High,Medium,Medium,Medium
img_01083.png,16-HQAM,High,Medium,High,Medium
img_01084.png,16-HQAM,High,High,None,Medium
img_01085.png,16-HQAM,High,High,Low,Medium
img_01086.png,16-HQAM,High,High,Medium,Medium
img_01087.png,16-HQAM,High,High,High,Medium
img_01088.png,16-HQAM,None,None,None,High
img_01089.png,16-HQAM,None,None,Low,High
img_01090.png,16-HQAM,None,None,Medium,High
img_01091.png,16-HQAM,None,None,High,High
img_01092.png,16-HQAM,None,Low,None,High
img_01093.png,16-HQAM,None,Low,Low,High
img_01094.png,16-HQAM,None,Low,Medium,High
img_01095.png,16-HQAM,None,Low,High,High
img_01096.png,16-HQAM,None,Medium,None,High
img_01097.png,16-HQAM,None,Medium,Low,High
img_01098.png,16-HQAM,None,Medium,Medium,High
img_01099.png,16-HQAM,None,Medium,High,High
img_01100.png,16-HQAM,None,High,None,High
img_01101.png,16-HQAM,None,High,Low,High
img_01102.png,16-HQAM,None,High,Medium,High
img_01103.png,16-HQAM,None,High,High,High
img_01104.png,16-HQAM,Low,None,None,High
img_01105.png,16-HQAM,Low,None,Low,High
img_01106.png,16-HQAM,Low,None,Medium,High
img_01107.png,16-HQAM,Low,None,High,High
img_01108.png,16-HQAM,Low,Low,None,High
img_01109.png,16-HQAM,Low,Low,Low,High
img_01110.png,16-HQAM,Low,Low,Medium,High
img_01111.png,16-HQAM,Low,Low,High,High
img_01112.png,16-HQAM,Low,Medium,None,High
img_01113.png,16-HQAM,Low,Medium,Low,High
img_01114.png,16-HQAM,Low,Medium,Medium,High
img_01115.png,16-HQAM,Low,Medium,High,High
img_01116.png,16-HQAM,Low,High,None,High
img_01117.png,16-HQAM,Low,High,Low,High
img_01118.png,16-HQAM,Low,High,Medium,High
img_01119.png,16-HQAM,Low,High,High,High
img_01120.png,16-HQAM,Medium,None,None,High
img_01121.png,16-HQAM,Medium,None,Low,High
img_01122.png,16-HQAM,Medium,None,Medium,High
img_01123.png,16-HQAM,Medium,None,High,High
img_01124.png,16-HQAM,Medium,Low,None,High
img_01125.png,16-HQAM,Medium,Low,Low,High
img_01126.png,16-HQAM,Medium,Low,Medium,High
img_01127.png,16-HQAM,Medium,Low,High,High
img_01128.png,16-HQAM,Medium,Medium,None,High
img_01129.png,16-HQAM,Medium,Medium,Low,High
img_01130.png,16-HQAM,Medium,Medium,Medium,High
img_01131.png,16-HQAM,Medium,Medium,High,High
img_01132.png,16-HQAM,Medium,High,None,High
img_01133.png,16-HQAM,Medium,High,Low,High
img_01134.png,16-HQAM,Medium,High,Medium,High
img_01135.png,16-HQAM,Medium,High,High,High
img_01136.png,16-HQAM,High,None,None,High
img_01137.png,16-HQAM,High,None,Low,High
img_01138.png,16-HQAM,High,None,Medium,High
img_01139.png,16-HQAM,High,None,High,High
img_01140.png,16-HQAM,High,Low,None,High
img_01141.png,16-HQAM,High,Low,Low,High
img_01142.png,16-HQAM,High,Low,Medium,High
img_01143.png,16-HQAM,High,Low,High,High
img_01144.png,16-HQAM,High,Medium,None,High
img_01145.png,16-HQAM,High,Medium,Low,High
img_01146.png,16-HQAM,High,Medium,Medium,High
img_01147.png,16-HQAM,High,Medium,High,High
img_01148.png,16-HQAM,High,High,None,High
img_01149.png,16-HQAM,High,High,Low,High
